Price,Open,High,Low,Close,Adj Close,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,,
2006-05-26,236.25,237.5,230.125,233.2949981689453,156.9309539794922,2208184
2006-05-29,233.125,233.125,230.03750610351562,231.32000732421875,155.60240173339844,2802688
2006-05-30,233.125,236.8874969482422,229.375,232.5449981689453,156.4264678955078,4516056
2006-05-31,230.1374969482422,230.1374969482422,216.25,222.8625030517578,149.9132843017578,5769856
2006-06-01,228.125,228.125,211.25,213.6699981689453,143.7297821044922,5942760
2006-06-02,214.3625030517578,225.0,211.0,224.25,150.8466339111328,4213560
2006-06-05,224.25,225.5500030517578,219.28250122070312,220.9499969482422,148.6267852783203,3211680
2006-06-06,218.10000610351562,223.47500610351562,211.25,218.6125030517578,147.054443359375,2971136
2006-06-07,225.0,225.0,211.65750122070312,212.9949951171875,143.27569580078125,5410536
2006-06-08,215.625,215.625,201.39999389648438,205.9875030517578,138.5619354248047,5360992
2006-06-09,209.3074951171875,211.5,203.125,208.89500427246094,140.5177764892578,4061912
2006-06-12,212.375,212.375,202.625,204.84500122070312,137.79342651367188,3591904
2006-06-13,202.625,203.6750030517578,195.125,196.2949981689453,132.0420684814453,2736984
2006-06-14,195.2449951171875,203.1199951171875,181.40750122070312,185.45750427246094,124.75200653076172,12786016
2006-06-15,198.25,198.25,187.625,193.82000732421875,130.3772735595703,5967360
2006-06-16,198.25,214.375,197.5500030517578,210.625,142.09381103515625,8390168
2006-06-19,210.0,210.625,204.53250122070312,208.5449981689453,140.6905975341797,4294088
2006-06-20,211.0,211.0,200.0,200.9199981689453,135.54652404785156,3687920
2006-06-21,202.5,205.875,199.375,205.16250610351562,138.40866088867188,5963496
2006-06-22,206.25,211.25,206.25,209.59500122070312,141.39898681640625,3668104
2006-06-23,206.25,212.5,203.125,211.8574981689453,142.9253387451172,3304720
2006-06-26,215.0,215.0,202.25750732421875,204.1875,137.75091552734375,6575056
2006-06-27,207.25,207.25,200.0,205.57000732421875,138.6836395263672,5002632
2006-06-28,202.5,214.07000732421875,200.75,212.3249969482422,143.24072265625,4785400
2006-06-29,213.75,215.0,208.75,210.10000610351562,141.73965454101562,6318576
2006-06-30,216.875,220.875,213.20750427246094,217.34500122070312,146.6273651123047,5449760
2006-07-03,217.75,225.9375,216.5500030517578,225.02499389648438,151.80848693847656,4285520
2006-07-04,226.375,228.875,225.625,226.8874969482422,153.06500244140625,3584768
2006-07-05,227.125,232.75,225.0,230.3249969482422,155.38400268554688,4245072
2006-07-06,228.5,229.0,224.02000427246094,225.53750610351562,152.1542510986328,2310920
2006-07-07,227.46249389648438,228.97500610351562,217.5,218.33749389648438,147.29689025878906,2928672
2006-07-10,217.5,227.1999969482422,217.5,224.7949981689453,151.65335083007812,3859312
2006-07-11,225.0,226.875,220.39500427246094,221.2449951171875,149.25845336914062,3618984
2006-07-12,222.5,238.625,222.5,236.28750610351562,159.4065399169922,9521616
2006-07-13,236.5,237.34500122070312,231.28250122070312,233.4199981689453,157.47198486328125,5383576
2006-07-14,230.0,237.0,228.1374969482422,234.28750610351562,158.05723571777344,4949808
2006-07-17,235.60000610351562,239.25,231.375,232.375,156.7670440673828,8996832
2006-07-18,232.5,243.75,226.9375,229.3125,154.70098876953125,11043936
2006-07-19,235.25,236.875,218.19500732421875,219.69500732421875,148.2127685546875,14046384
2006-07-20,221.9875030517578,227.5,221.25,225.77000427246094,152.3111114501953,6312720
2006-07-21,224.75,225.60000610351562,219.0749969482422,220.94500732421875,149.05601501464844,4391664
2006-07-24,224.375,229.0,216.875,227.25750732421875,153.31459045410156,6825088
2006-07-25,230.0,231.875,228.13250732421875,230.91250610351562,155.78042602539062,4636600
2006-07-26,232.25,236.875,229.0625,236.10000610351562,159.2800750732422,5908720
2006-07-27,236.875,239.9949951171875,234.4375,237.46249389648438,160.19915771484375,7399848
2006-07-28,235.02499389648438,243.7375030517578,231.0,232.1125030517578,156.8376007080078,3019608
2006-07-31,233.75,241.25,232.5,234.03750610351562,158.1383514404297,1724700
2006-08-01,215.75,234.9375,215.75,233.0,157.4373016357422,1762508
2006-08-02,231.25,235.625,230.0,235.0500030517578,158.82247924804688,1784732
2006-08-03,235.625,238.0,234.27499389648438,236.1750030517578,159.5826873779297,3010272
2006-08-04,240.0,240.9499969482422,235.75,237.1374969482422,160.23304748535156,2674200
2006-08-07,237.75,238.0,232.75,234.02499389648438,158.12986755371094,1719964
2006-08-08,235.0,239.5,233.75,238.6999969482422,161.2887725830078,1178400
2006-08-09,237.5,243.75,235.875,241.52499389648438,163.19761657714844,2052120
2006-08-10,240.25,243.75,240.0,241.4375,163.13853454589844,2279124
2006-08-11,242.47500610351562,243.46249389648438,239.25,241.89999389648438,163.4510040283203,1893972
2006-08-14,243.4375,243.75,239.75,241.16250610351562,162.95266723632812,1721428
2006-08-16,244.75,246.125,242.0,243.0500030517578,164.2280731201172,3804268
2006-08-17,243.75,245.75,239.5,240.03750610351562,162.19247436523438,2497168
2006-08-18,241.25,243.125,240.0,242.4250030517578,163.8057403564453,1803640
2006-08-21,244.0,244.0,239.25,242.3249969482422,163.73817443847656,2414088
2006-08-22,243.0,245.75,242.5,243.85000610351562,164.76864624023438,2178096
2006-08-23,244.0,244.6875,240.02499389648438,240.77499389648438,162.69082641601562,2497736
2006-08-24,242.5,243.72500610351562,238.3125,242.60000610351562,163.9239959716797,2369852
2006-08-25,242.75,244.22500610351562,241.91250610351562,243.60000610351562,164.5996551513672,2611752
2006-08-28,243.75,246.3249969482422,242.0749969482422,245.27499389648438,165.7314910888672,2300316
2006-08-29,246.25,248.0,245.75,247.52499389648438,167.2518310546875,2679596
2006-08-30,247.77499389648438,248.75,245.2624969482422,245.9499969482422,166.18759155273438,2744772
2006-08-31,246.0,251.0,246.0,249.5124969482422,168.59478759765625,6076856
2006-09-01,249.0,250.25,247.77499389648438,249.8125,168.79745483398438,1728728
2006-09-04,249.75,255.0,249.75,254.28750610351562,171.8211669921875,2010492
2006-09-05,255.75,257.5,250.25,251.4499969482422,169.90394592285156,3945288
2006-09-06,254.375,254.375,247.77499389648438,248.39999389648438,167.84303283691406,2800432
2006-09-07,245.0749969482422,248.75,245.0749969482422,246.6750030517578,166.67745971679688,1583584
2006-09-08,251.5,251.5,246.25,247.75,167.40380859375,1570564
2006-09-11,249.75,249.75,237.25,238.3625030517578,161.06077575683594,4073480
2006-09-12,238.75,245.0,238.0,244.47500610351562,165.19091796875,1835256
2006-09-13,245.75,252.0,245.25,249.9875030517578,168.91574096679688,2307632
2006-09-14,252.25,254.0,250.47500610351562,253.35000610351562,171.187744140625,2388728
2006-09-15,253.5,253.5,249.1750030517578,250.6750030517578,169.38023376464844,2359700
2006-09-18,251.75,252.75,248.02499389648438,249.03750610351562,168.27377319335938,1390388
2006-09-19,249.25,255.0,247.60000610351562,252.5124969482422,170.62181091308594,3973944
2006-09-20,252.75,258.5,248.52499389648438,257.51251220703125,174.00033569335938,2695896
2006-09-21,258.0,264.4750061035156,254.5,263.25,177.87709045410156,5107184
2006-09-22,261.25,263.4624938964844,257.5249938964844,259.88751220703125,175.6051025390625,2488644
2006-09-25,261.75,262.5,255.5625,256.3999938964844,173.24862670898438,1349580
2006-09-26,257.5,262.5,256.2250061035156,261.07501220703125,176.40748596191406,3717008
2006-09-27,262.5,263.75,259.0375061035156,260.6625061035156,176.12876892089844,3352740
2006-09-28,261.26251220703125,262.25,253.25,255.1125030517578,172.3785858154297,6121572
2006-09-29,255.52499389648438,258.7749938964844,255.0,255.5124969482422,172.64891052246094,1752804
2006-10-03,258.75,258.75,252.25,253.5749969482422,171.33978271484375,1632712
2006-10-04,254.0,254.0,245.83749389648438,246.85000610351562,166.79580688476562,6947628
2006-10-05,249.5,252.25,248.25,249.9375,168.88194274902344,5849400
2006-10-06,250.25,251.75,247.0,248.5500030517578,167.94436645507812,2766944
2006-10-09,246.25,252.25,245.1374969482422,250.53750610351562,169.28729248046875,1546832
2006-10-10,250.75,254.4499969482422,250.75,252.875,170.8667449951172,2769780
2006-10-11,257.5,269.8500061035156,257.5,261.1875,176.4834747314453,6773716
2006-10-12,262.5,271.25,260.25,270.63751220703125,182.8688507080078,5052848
2006-10-13,272.3500061035156,280.0,270.5249938964844,275.8999938964844,186.4246826171875,4874112
2006-10-16,281.25,287.5,278.75,282.42498779296875,190.83355712890625,9727060
2006-10-17,285.5,292.4375,277.5,279.2250061035156,188.67138671875,8749216
2006-10-18,277.5249938964844,279.25,275.25,276.5625,186.87232971191406,4995084
2006-10-19,276.5,278.1875,270.6625061035156,273.1000061035156,184.5326690673828,3103620
2006-10-20,275.0,275.5,271.5249938964844,272.3999938964844,184.0597381591797,2129404
2006-10-23,273.7250061035156,273.7250061035156,265.3500061035156,270.0249938964844,182.9586944580078,1327904
2006-10-26,270.25,272.9750061035156,268.75,269.8125,182.81472778320312,5140212
2006-10-27,270.2875061035156,272.5,265.6000061035156,268.6625061035156,182.03555297851562,3126408
2006-10-30,269.0,272.0,265.04998779296875,269.8374938964844,182.8316650390625,4154172
2006-10-31,270.0,274.70001220703125,268.7749938964844,271.7749938964844,184.14442443847656,3430936
2006-11-01,274.25,276.4750061035156,270.07501220703125,270.79998779296875,183.4838104248047,1910904
2006-11-02,272.5,272.5,268.0,270.01251220703125,182.9502716064453,2204376
2006-11-03,271.25,272.0,264.5,266.73748779296875,180.7312469482422,3144440
2006-11-06,266.625,267.4750061035156,264.0,264.8500061035156,179.45230102539062,2536892
2006-11-07,268.5,271.2250061035156,265.04998779296875,266.2875061035156,180.42633056640625,3219180
2006-11-08,266.25,267.7250061035156,262.7875061035156,265.82501220703125,180.11293029785156,2436760
2006-11-09,267.25,268.75,263.3374938964844,265.8999938964844,180.16380310058594,3365420
2006-11-10,267.5,273.67498779296875,266.2749938964844,267.17498779296875,181.02761840820312,3313476
2006-11-13,267.70001220703125,270.0,266.5249938964844,268.9375,182.2218780517578,2023316
2006-11-14,270.25,277.5,270.25,276.5625,187.38824462890625,6003860
2006-11-15,278.75,280.5,272.63751220703125,274.20001220703125,185.78756713867188,2698040
2006-11-16,275.0,276.5,270.875,271.8374938964844,184.18678283691406,2101688
2006-11-17,273.5,274.375,270.29998779296875,273.7875061035156,185.5079803466797,2221684
2006-11-20,271.26251220703125,280.25,266.38751220703125,279.4624938964844,189.35317993164062,5174936
2006-11-21,279.04998779296875,288.0,278.5,287.13751220703125,194.55348205566406,4158152
2006-11-22,288.5,292.75,283.8374938964844,287.0249938964844,194.4772491455078,5591464
2006-11-23,289.0,292.3500061035156,285.0,286.0375061035156,193.80819702148438,3870324
2006-11-24,287.5,289.2250061035156,284.0375061035156,287.5,194.79901123046875,3205304
2006-11-27,287.5,291.0,287.5,290.20001220703125,196.6285400390625,2933708
2006-11-28,287.5,289.0,277.7875061035156,287.4624938964844,194.7737274169922,2682960
2006-11-29,290.0,292.20001220703125,287.5,291.13751220703125,197.26373291015625,2603156
2006-11-30,293.20001220703125,301.25,291.5,299.70001220703125,203.06529235839844,6254552
2006-12-01,300.0,300.0,295.3125,297.3374938964844,201.46463012695312,3762140
2006-12-04,300.0,302.75,297.5,298.1000061035156,201.98121643066406,2234092
2006-12-05,302.42498779296875,302.42498779296875,296.25,297.9750061035156,201.89666748046875,2116476
2006-12-06,293.04998779296875,301.75,293.04998779296875,299.6499938964844,203.03150939941406,3180856
2006-12-07,301.25,308.61248779296875,296.7749938964844,298.57501220703125,202.30311584472656,2872872
2006-12-08,299.75,299.75,293.3374938964844,294.2250061035156,199.35572814941406,1887268
2006-12-11,293.75,297.25,283.5,293.36248779296875,198.77130126953125,4279432
2006-12-12,292.5,295.0,276.25,280.125,189.80215454101562,5118300
2006-12-13,280.125,285.25,270.0874938964844,280.2124938964844,189.86129760742188,3617220
2006-12-14,276.26251220703125,290.0,276.26251220703125,287.3999938964844,194.73138427734375,2916024
2006-12-15,292.1000061035156,292.1000061035156,287.0,290.04998779296875,196.5269775390625,2305716
2006-12-18,288.75,297.1000061035156,281.0,295.3125,200.09255981445312,2351424
2006-12-19,295.25,295.95001220703125,281.25,285.4624938964844,193.41856384277344,3623628
2006-12-20,287.5,291.9624938964844,278.76251220703125,282.1875,191.19956970214844,3755660
2006-12-21,284.25,287.5,277.75,284.23748779296875,192.58853149414062,2255816
2006-12-22,283.75,290.0,282.0249938964844,288.48748779296875,195.46824645996094,1750016
2006-12-26,288.25,298.6000061035156,288.25,297.8500061035156,201.81185913085938,1797392
2006-12-27,298.75,301.5,295.26251220703125,299.0,202.5911102294922,2394400
2006-12-28,301.3500061035156,305.0,297.0,302.9750061035156,205.28433227539062,2418308
2006-12-29,303.36248779296875,307.3500061035156,300.625,305.5,206.99525451660156,1874468
2007-01-02,307.3500061035156,314.5,304.0,312.125,211.48410034179688,1545060
2007-01-03,313.25,322.0,309.7875061035156,320.0375061035156,216.8453369140625,4384972
2007-01-04,321.25,321.25,312.5249938964844,314.76251220703125,213.2711639404297,3970700
2007-01-05,316.25,317.1499938964844,313.2749938964844,315.75,213.94021606445312,2718740
2007-01-08,314.75,314.75,303.75,310.95001220703125,210.68789672851562,4951892
2007-01-09,311.9750061035156,315.4624938964844,306.3125,314.1000061035156,212.822265625,4020568
2007-01-10,311.13751220703125,313.75,307.5,308.8500061035156,209.26512145996094,2931428
2007-01-11,299.7250061035156,324.5,299.7250061035156,319.4125061035156,216.421875,7400664
2007-01-12,322.5375061035156,332.25,322.5375061035156,330.98748779296875,224.26463317871094,6175748
2007-01-15,337.5,342.0,325.01251220703125,331.5874938964844,224.67108154296875,12255832
2007-01-16,347.23748779296875,347.23748779296875,329.75,331.0249938964844,224.29005432128906,7625964
2007-01-17,332.4750061035156,333.75,325.0,326.1625061035156,220.99533081054688,2633828
2007-01-18,326.25,331.48748779296875,326.25,328.86248779296875,222.82472229003906,2719816
2007-01-19,328.86248779296875,331.625,323.0375061035156,324.5375061035156,219.8943634033203,2882056
2007-01-22,325.0249938964844,330.6000061035156,322.51251220703125,328.36248779296875,223.00137329101562,3180956
2007-01-23,328.2749938964844,328.48748779296875,325.0,325.67498779296875,221.17625427246094,3124152
2007-01-24,327.875,328.5,324.5375061035156,326.7875061035156,221.93167114257812,2355148
2007-01-25,331.25,342.25,325.7250061035156,328.86248779296875,223.34088134765625,5553976
2007-01-29,328.75,328.75,322.75,324.4375,220.3357696533203,2982324
2007-01-31,324.2749938964844,328.4750061035156,318.0,319.4750061035156,216.96559143066406,4865928
2007-02-01,322.48748779296875,323.75,318.75,323.01251220703125,219.3679962158203,1859904
2007-02-02,324.75,326.75,323.76251220703125,325.125,220.802734375,4274616
2007-02-05,326.25,328.4750061035156,323.5,326.45001220703125,221.70252990722656,3010736
2007-02-06,328.25,328.4750061035156,322.51251220703125,324.6000061035156,220.44606018066406,3411964
2007-02-07,325.0,328.1000061035156,323.79998779296875,326.57501220703125,221.7874755859375,2599984
2007-02-08,327.8500061035156,328.7250061035156,324.3374938964844,326.125,221.48175048828125,2650024
2007-02-09,327.3500061035156,329.36248779296875,320.7875061035156,321.8500061035156,218.57847595214844,1993360
2007-02-12,312.5,324.67498779296875,312.5,313.95001220703125,213.21328735351562,1786388
2007-02-13,314.0,321.2250061035156,308.75,313.2250061035156,212.7209930419922,4130352
2007-02-14,313.25,316.75,310.0,315.1875,214.05381774902344,3137876
2007-02-15,316.25,325.0,306.2749938964844,323.0625,219.40196228027344,3673556
2007-02-19,325.3500061035156,329.67498779296875,323.79998779296875,327.45001220703125,222.38169860839844,4738696
2007-02-20,328.4750061035156,330.95001220703125,323.75,324.88751220703125,220.6414031982422,5400148
2007-02-21,325.0,327.9375,320.0,320.9624938964844,217.9757843017578,3938188
2007-02-22,325.0,328.1000061035156,321.5,323.57501220703125,219.7498779296875,6939112
2007-02-23,323.75,324.875,318.25,319.3374938964844,216.87217712402344,3167688
2007-02-26,318.0,323.4624938964844,308.125,321.5249938964844,218.35780334472656,4677684
2007-02-27,313.5,323.54998779296875,313.5,316.0375061035156,214.6310577392578,4709968
2007-02-28,308.25,311.23748779296875,293.0,298.3500061035156,202.61892700195312,9347956
2007-03-01,300.0,317.0,297.6000061035156,313.6625061035156,213.01824951171875,7858564
2007-03-02,313.70001220703125,315.0,300.25,302.13751220703125,205.19113159179688,5311752
2007-03-05,297.5,299.75,287.5,288.88751220703125,196.19261169433594,5120880
2007-03-06,302.5,333.75,290.2749938964844,299.3125,203.2725067138672,3623920
2007-03-07,300.5,306.17498779296875,289.3500061035156,297.95001220703125,202.34732055664062,4440632
2007-03-08,297.5,307.42498779296875,297.5,304.6000061035156,206.86346435546875,2274988
2007-03-09,307.07501220703125,308.25,299.5,303.0375061035156,205.80233764648438,3232148
2007-03-12,306.17498779296875,313.42498779296875,302.75,308.75,209.68186950683594,3636936
2007-03-13,306.375,317.2250061035156,300.0249938964844,316.3500061035156,214.8433074951172,2032088
2007-03-14,306.25,310.4750061035156,301.25,303.38751220703125,206.04006958007812,3824948
2007-03-15,307.5,312.75,307.0,308.57501220703125,209.5630340576172,3823288
2007-03-16,310.3500061035156,314.4624938964844,303.7875061035156,309.4125061035156,210.13180541992188,4224284
2007-03-19,304.07501220703125,316.1875,300.45001220703125,315.2250061035156,214.07928466796875,1213696
2007-03-20,315.0,319.125,312.0,313.25,212.73794555664062,2775592
2007-03-21,315.25,317.3500061035156,310.0,316.75,215.11500549316406,1970036
2007-03-22,319.25,326.75,319.25,325.76251220703125,221.23562622070312,4125592
2007-03-23,328.0,330.0,320.0,322.04998779296875,218.7142791748047,5265296
2007-03-26,321.25,324.67498779296875,313.8125,315.3374938964844,214.1556854248047,6098736
2007-03-28,317.4750061035156,317.4750061035156,298.51251220703125,300.25,203.90921020507812,8818048
2007-03-29,297.23748779296875,314.20001220703125,297.23748779296875,312.0874938964844,211.94854736328125,10266624
2007-03-30,312.0874938964844,313.70001220703125,305.0625,308.4624938964844,209.48660278320312,2807056
2007-04-02,302.5,305.0,296.25,297.29998779296875,201.90582275390625,3875896
2007-04-03,298.75,304.20001220703125,297.0,300.6625061035156,204.18946838378906,3256852
2007-04-04,304.5,306.17498779296875,297.6000061035156,299.6000061035156,203.4677276611328,2402496
2007-04-05,299.86248779296875,301.5,296.5249938964844,298.54998779296875,202.7547149658203,2533992
2007-04-09,300.125,306.6875,300.125,304.29998779296875,206.65968322753906,2284524
2007-04-10,304.29998779296875,306.25,298.8374938964844,299.3374938964844,203.28952026367188,3480240
2007-04-11,301.3500061035156,302.36248779296875,296.75,297.63751220703125,202.13510131835938,3826336
